"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Pennsylvania","York",2022,298,230,67,1,0,0,0,105,61,40,0,57,101,140,0
"Puerto Rico","Bayamon",2022,178,174,4,0,0,0,0,75,25,14,77,0,60,41,0
"Puerto Rico","Caguas",2022,181,174,5,0,0,2,0,231,22,9,15,116,0,50,0
"Puerto Rico","Catano",2022,146,127,19,0,0,0,0,84,56,23,0,0,0,113,33
"Puerto Rico","Fajardo",2022,64,59,5,0,0,0,0,75,35,19,0,0,0,48,16
"Puerto Rico","Guayama",2022,55,52,3,0,0,0,0,63,34,15,0,0,0,32,23
"Puerto Rico","Guaynabo",2022,69,64,5,0,0,0,0,77,46,21,0,0,0,48,21
"Puerto Rico","Mayagnez",2022,166,141,21,3,1,0,0,154,57,32,0,0,56,110,0
"Puerto Rico","Ponce",2022,168,156,12,0,0,0,0,99,45,19,44,0,0,30,94
"Rhode Island","Kent",2022,210,199,11,0,0,0,0,100,47,36,0,0,147,63,0
"Rhode Island","Providence",2022,213,183,29,1,0,0,0,108,55,40,1,3,159,50,0
"Rhode Island","Washington",2022,212,189,21,2,0,0,0,129,51,37,0,0,146,66,0
"South Carolina","Aiken",2022,204,181,23,0,0,0,0,87,51,37,0,0,204,0,0
"South Carolina","Anderson",2022,179,165,14,0,0,0,0,74,48,40,0,0,179,0,0
"South Carolina","Berkeley",2022,173,160,13,0,0,0,0,80,50,37,0,0,173,0,0
"South Carolina","Charleston",2022,273,226,47,0,0,0,0,84,54,39,0,1,117,155,0
"South Carolina","Chesterfield",2022,240,207,33,0,0,0,0,97,53,37,0,0,154,86,0
"South Carolina","Darlington",2022,197,181,16,0,0,0,0,84,49,38,0,0,197,0,0
"South Carolina","Edgefield",2022,252,228,24,0,0,0,0,71,50,37,0,0,178,74,0
"South Carolina","Florence",2022,222,201,21,0,0,0,0,62,50,32,0,0,0,222,0
"South Carolina","Greenville",2022,262,186,76,0,0,0,0,90,61,43,0,0,140,122,0
"South Carolina","Horry",2022,194,178,16,0,0,0,0,93,50,39,0,0,194,0,0
"South Carolina","Lexington",2022,272,246,26,0,0,0,0,70,48,31,0,0,0,271,1
"South Carolina","Richland",2022,255,218,37,0,0,0,0,93,54,40,0,5,211,39,0
"South Carolina","Spartanburg",2022,271,221,50,0,0,0,0,87,56,43,0,0,152,119,0
"South Carolina","York",2022,188,167,21,0,0,0,0,90,51,39,0,0,188,0,0
"South Dakota","Brookings",2022,180,162,18,0,0,0,0,87,51,35,0,0,138,23,19
"South Dakota","Brown",2022,177,174,3,0,0,0,0,66,33,18,0,0,0,96,81
"South Dakota","Clay",2022,181,174,7,0,0,0,0,84,47,36,0,0,132,49,0
"South Dakota","Codington",2022,181,157,23,1,0,0,0,101,54,37,0,0,141,34,6
"South Dakota","Custer",2022,181,169,12,0,0,0,0,80,49,41,0,0,171,8,2
"South Dakota","Hughes",2022,178,175,3,0,0,0,0,58,19,3,0,0,0,178,0
"South Dakota","Jackson",2022,181,171,10,0,0,0,0,97,47,40,0,0,162,17,2
"South Dakota","Meade",2022,180,180,0,0,0,0,0,49,44,39,0,0,177,0,3
"South Dakota","Minnehaha",2022,182,159,23,0,0,0,0,100,51,37,1,0,152,20,9
"South Dakota","Pennington",2022,181,138,42,1,0,0,0,116,64,30,0,15,0,62,104
"Tennessee","Anderson",2022,122,107,15,0,0,0,0,80,54,43,0,0,122,0,0
"Tennessee","Blount",2022,213,175,37,1,0,0,0,115,61,43,1,0,183,29,0
"Tennessee","Claiborne",2022,241,233,8,0,0,0,0,74,45,36,0,0,241,0,0
"Tennessee","Davidson",2022,274,178,94,2,0,0,0,143,65,44,1,13,124,136,0
"Tennessee","DeKalb",2022,237,226,11,0,0,0,0,100,47,36,0,0,237,0,0
"Tennessee","Dyer",2022,181,163,17,1,0,0,0,102,50,27,0,0,0,181,0
"Tennessee","Hamilton",2022,285,199,85,1,0,0,0,105,64,44,0,0,150,135,0
"Tennessee","Jefferson",2022,121,105,16,0,0,0,0,87,54,43,0,0,121,0,0
"Tennessee","Knox",2022,273,197,76,0,0,0,0,74,59,42,0,0,124,149,0
"Tennessee","Lawrence",2022,179,167,12,0,0,0,0,80,45,19,0,0,0,179,0
"Tennessee","Loudon",2022,181,159,22,0,0,0,0,77,51,38,0,0,92,89,0
"Tennessee","Madison",2022,175,152,22,1,0,0,0,102,53,30,0,0,0,175,0
"Tennessee","Maury",2022,175,159,16,0,0,0,0,79,49,23,0,0,0,175,0
"Tennessee","McMinn",2022,174,152,22,0,0,0,0,70,53,30,0,0,0,174,0
"Tennessee","Montgomery",2022,176,160,16,0,0,0,0,85,49,25,0,0,0,176,0
"Tennessee","Putnam",2022,181,168,13,0,0,0,0,79,45,25,0,0,0,181,0
"Tennessee","Roane",2022,156,144,12,0,0,0,0,75,45,30,0,0,0,156,0
"Tennessee","Sevier",2022,210,174,36,0,0,0,0,93,58,44,0,0,210,0,0
"Tennessee","Shelby",2022,182,131,45,6,0,0,0,129,87,43,1,2,128,50,1
"Tennessee","Sullivan",2022,180,154,26,0,0,0,0,87,54,41,0,0,108,72,0
"Tennessee","Sumner",2022,181,143,38,0,0,0,0,93,58,39,0,0,89,92,0
"Tennessee","Williamson",2022,122,96,24,2,0,0,0,122,64,44,0,0,122,0,0
"Tennessee","Wilson",2022,121,105,15,1,0,0,0,122,54,41,0,0,121,0,0
"Texas","Atascosa",2022,172,128,42,2,0,0,0,115,63,36,0,0,0,172,0
"Texas","Bell",2022,243,179,61,3,0,0,0,129,73,44,0,0,182,61,0
"Texas","Bexar",2022,213,109,101,3,0,0,0,129,76,50,1,1,97,113,1
"Texas","Bowie",2022,210,150,60,0,0,0,0,99,62,42,0,0,0,210,0
"Texas","Brazoria",2022,212,187,24,1,0,0,0,105,54,35,0,2,210,0,0
"Texas","Brazos",2022,224,197,27,0,0,0,0,93,52,31,0,0,0,224,0
"Texas","Brewster",2022,207,167,40,0,0,0,0,87,58,44,0,0,179,28,0
"Texas","Cameron",2022,212,124,85,3,0,0,0,120,71,47,0,0,66,146,0
"Texas","Collin",2022,212,169,38,5,0,0,0,143,74,42,0,0,212,0,0
"Texas","Dallas",2022,213,137,64,12,0,0,0,148,77,46,1,12,129,70,1
"Texas","Denton",2022,212,128,70,13,1,0,0,187,93,46,0,0,183,29,0
"Texas","Ector",2022,243,201,42,0,0,0,0,93,54,31,0,0,0,243,0
"Texas","El Paso",2022,213,75,123,14,1,0,0,163,94,56,1,10,117,74,11
"Texas","Ellis",2022,212,184,28,0,0,0,0,93,56,40,0,8,183,21,0
"Texas","Galveston",2022,212,164,44,3,1,0,0,159,64,43,0,1,125,86,0
"Texas","Gregg",2022,212,190,21,1,0,0,0,143,51,37,0,1,211,0,0
"Texas","Harris",2022,213,64,138,9,2,0,0,179,84,55,1,7,71,123,11
"Texas","Harrison",2022,176,112,59,4,1,0,0,173,67,47,0,1,84,91,0
"Texas","Hidalgo",2022,212,137,72,3,0,0,0,136,70,45,0,0,63,148,1
"Texas","Hood",2022,209,175,28,6,0,0,0,150,64,40,0,0,209,0,0
"Texas","Hunt",2022,205,189,16,0,0,0,0,97,50,38,0,3,202,0,0
"Texas","Jefferson",2022,212,154,55,3,0,0,0,112,67,44,0,0,123,89,0
"Texas","Johnson",2022,210,167,35,8,0,0,0,143,74,43,0,0,210,0,0
"Texas","Karnes",2022,209,209,0,0,0,0,0,34,18,5,0,209,0,0,0
"Texas","Kaufman",2022,212,158,52,2,0,0,0,112,67,44,0,1,162,49,0
"Texas","Kleberg",2022,174,109,61,4,0,0,0,133,66,40,0,0,0,174,0
"Texas","Lubbock",2022,229,203,24,2,0,0,0,138,52,22,0,0,0,229,0
"Texas","Maverick",2022,203,157,45,1,0,0,0,107,62,32,0,0,0,203,0
"Texas","McLennan",2022,243,185,58,0,0,0,0,100,64,42,4,0,155,84,0
"Texas","Montgomery",2022,211,137,71,3,0,0,0,126,77,45,0,1,132,78,0
"Texas","Navarro",2022,212,164,47,1,0,0,0,101,64,43,0,3,154,55,0
"Texas","Nueces",2022,181,121,59,1,0,0,0,106,63,45,0,0,84,97,0
"Texas","Orange",2022,212,171,39,2,0,0,0,108,58,40,0,3,130,79,0
"Texas","Parker",2022,210,173,30,7,0,0,0,147,61,41,0,0,210,0,0
"Texas","Polk",2022,241,232,9,0,0,0,0,97,46,33,0,0,241,0,0
"Texas","Potter",2022,243,225,17,1,0,0,0,108,46,24,0,0,0,243,0
"Texas","Randall",2022,220,148,69,3,0,0,0,122,80,46,0,0,220,0,0
"Texas","Rockwall",2022,208,194,14,0,0,0,0,77,48,35,0,0,208,0,0
"Texas","Smith",2022,210,165,39,6,0,0,0,122,67,42,0,16,194,0,0
"Texas","Tarrant",2022,213,122,76,13,2,0,0,172,90,47,1,12,138,62,0
"Texas","Travis",2022,244,161,81,2,0,0,0,115,73,45,1,6,124,113,0
"Texas","Victoria",2022,171,166,5,0,0,0,0,67,46,34,0,0,171,0,0
"Texas","Webb",2022,208,138,68,2,0,0,0,114,72,42,0,0,0,201,7
"Texas","Wilson",2022,176,176,0,0,0,0,0,44,21,8,0,176,0,0,0
"Utah","Box Elder",2022,62,61,1,0,0,0,0,82,45,41,0,2,60,0,0
"Utah","Cache",2022,304,221,80,2,1,0,0,154,67,44,0,0,229,75,0
"Utah","Carbon",2022,272,234,38,0,0,0,0,74,54,44,0,1,261,10,0
"Utah","Davis",2022,304,190,105,9,0,0,0,147,87,46,0,24,242,38,0
"Utah","Duchesne",2022,273,166,105,1,1,0,0,177,67,48,0,0,250,13,10
"Utah","Garfield",2022,261,217,44,0,0,0,0,93,58,44,0,0,261,0,0
"Utah","Iron",2022,304,257,47,0,0,0,0,80,54,43,0,11,280,13,0
"Utah","Salt Lake",2022,305,150,135,20,0,0,0,147,97,51,1,29,195,68,12
"Utah","San Juan",2022,211,169,42,0,0,0,0,84,61,44,0,0,211,0,0
"Utah","Tooele",2022,304,221,79,4,0,0,0,119,68,43,0,1,224,79,0
"Utah","Uintah",2022,304,227,77,0,0,0,0,93,64,46,0,1,299,4,0
"Utah","Utah",2022,273,171,99,3,0,0,0,119,75,47,0,4,211,48,10
"Utah","Washington",2022,273,202,71,0,0,0,0,97,64,46,0,0,262,11,0
"Utah","Weber",2022,305,181,120,4,0,0,0,121,74,47,1,10,228,59,7
"Vermont","Bennington",2022,181,171,10,0,0,0,0,67,47,38,0,0,159,22,0
"Vermont","Chittenden",2022,182,166,16,0,0,0,0,89,49,42,1,0,151,30,0
"Vermont","Rutland",2022,182,154,28,0,0,0,0,71,52,38,1,0,127,54,0
"Virginia","Albemarle",2022,206,185,21,0,0,0,0,67,51,39,0,0,99,107,0
"Virginia","Alexandria City",2022,4,4,0,0,0,0,0,8,8,6,0,0,0,0,4
"Virginia","Arlington",2022,254,236,18,0,0,0,0,100,48,34,43,22,147,42,0
"Virginia","Bristol City",2022,86,82,4,0,0,0,0,62,45,26,0,0,0,86,0
"Virginia","Caroline",2022,121,114,7,0,0,0,0,67,48,39,0,0,121,0,0
"Virginia","Carroll",2022,44,44,0,0,0,0,0,23,13,8,0,0,0,0,44
"Virginia","Charles",2022,212,201,11,0,0,0,0,74,47,34,0,44,116,52,0
"Virginia","Chesterfield",2022,173,165,8,0,0,0,0,80,48,38,0,0,119,54,0
"Virginia","Fairfax",2022,253,221,32,0,0,0,0,87,52,37,42,17,99,95,0
"Virginia","Fauquier",2022,121,114,7,0,0,0,0,71,48,37,0,0,121,0,0
"Virginia","Frederick",2022,208,172,36,0,0,0,0,88,54,38,0,0,98,110,0
"Virginia","Giles",2022,239,211,28,0,0,0,0,100,51,40,0,0,239,0,0
"Virginia","Hampton City",2022,245,225,20,0,0,0,0,77,49,36,58,0,104,83,0
"Virginia","Hanover",2022,116,109,7,0,0,0,0,71,49,41,0,0,116,0,0
"Virginia","Henrico",2022,254,225,28,1,0,0,0,112,52,38,42,1,114,96,1
"Virginia","Hopewell City",2022,42,42,0,0,0,0,0,23,12,8,0,0,0,0,42
"Virginia","Loudoun",2022,206,187,17,2,0,0,0,112,50,37,0,4,171,31,0
"Virginia","Lynchburg City",2022,87,86,1,0,0,0,0,55,41,23,0,0,0,87,0
"Virginia","Madison",2022,205,184,21,0,0,0,0,93,51,42,0,0,200,5,0
"Virginia","Norfolk City",2022,256,253,3,0,0,0,0,62,35,14,42,137,0,73,4
"Virginia","Pittsylvania",2022,180,180,0,0,0,0,0,28,8,3,0,180,0,0,0
"Virginia","Prince Edward",2022,232,225,7,0,0,0,0,54,47,36,0,0,232,0,0
"Virginia","Prince William",2022,166,155,11,0,0,0,0,93,48,38,0,0,166,0,0
"Virginia","Richmond City",2022,254,234,20,0,0,0,0,63,48,30,44,67,0,143,0
"Virginia","Roanoke",2022,245,219,26,0,0,0,0,80,51,37,65,2,94,84,0
"Virginia","Rockbridge",2022,122,119,3,0,0,0,0,71,47,40,0,0,122,0,0
"Virginia","Rockingham",2022,206,195,11,0,0,0,0,74,47,36,0,47,113,46,0
"Virginia","Salem City",2022,90,86,4,0,0,0,0,62,45,26,0,0,0,90,0
"Virginia","Stafford",2022,195,185,10,0,0,0,0,74,47,37,0,0,180,0,15
"Virginia","Suffolk City",2022,122,114,7,1,0,0,0,115,48,41,0,0,122,0,0
"Virginia","Virginia Beach City",2022,85,81,4,0,0,0,0,59,40,26,0,0,0,85,0
"Virginia","Wythe",2022,122,109,13,0,0,0,0,77,51,43,0,0,122,0,0
"Washington","Adams",2022,212,212,0,0,0,0,0,36,18,11,0,0,0,212,0
"Washington","Asotin",2022,205,176,29,0,0,0,0,84,54,27,0,0,0,205,0
"Washington","Benton",2022,212,197,15,0,0,0,0,100,46,34,0,0,101,69,42
"Washington","Chelan",2022,212,199,13,0,0,0,0,70,45,18,0,0,0,212,0
"Washington","Clallam",2022,212,205,7,0,0,0,0,67,44,35,0,0,171,41,0
"Washington","Clark",2022,212,191,21,0,0,0,0,74,50,28,0,0,67,145,0
"Washington","Columbia",2022,243,239,4,0,0,0,0,58,44,36,0,0,224,19,0
"Washington","Cowlitz",2022,210,209,1,0,0,0,0,54,28,13,0,0,0,210,0
"Washington","Franklin",2022,175,174,1,0,0,0,0,59,24,12,0,0,0,175,0
"Washington","Garfield",2022,182,178,4,0,0,0,0,71,27,13,0,0,0,182,0
"Washington","Grant",2022,212,206,6,0,0,0,0,63,33,17,0,0,0,212,0
"Washington","Grays Harbor",2022,212,211,1,0,0,0,0,63,23,14,0,0,0,212,0
"Washington","Jefferson",2022,212,211,1,0,0,0,0,53,25,15,0,0,0,212,0
"Washington","King",2022,213,176,31,6,0,0,0,143,57,37,1,22,116,74,0
"Washington","Kitsap",2022,207,202,5,0,0,0,0,55,36,19,0,0,0,207,0
"Washington","Kittitas",2022,210,183,26,0,1,0,0,151,54,15,0,0,0,210,0
"Washington","Lewis",2022,212,205,7,0,0,0,0,64,40,16,0,0,0,212,0
"Washington","Mason",2022,212,201,11,0,0,0,0,62,34,16,0,0,0,212,0
"Washington","Okanogan",2022,212,157,54,1,0,0,0,102,60,28,0,0,0,212,0
"Washington","Pend Oreille",2022,209,204,5,0,0,0,0,62,38,18,0,0,0,209,0
"Washington","Pierce",2022,212,183,28,1,0,0,0,107,54,42,0,1,163,48,0
"Washington","Skagit",2022,212,204,7,1,0,0,0,101,40,31,0,0,145,67,0
"Washington","Snohomish",2022,212,172,39,1,0,0,0,106,59,24,0,0,0,212,0
"Washington","Spokane",2022,212,195,17,0,0,0,0,66,48,36,0,0,111,96,5
"Washington","Stevens",2022,212,168,43,1,0,0,0,103,60,21,0,0,0,152,60
"Washington","Thurston",2022,212,210,2,0,0,0,0,55,38,22,0,0,85,127,0
"Washington","Walla Walla",2022,212,203,9,0,0,0,0,73,36,16,0,0,0,135,77
"Washington","Whatcom",2022,182,179,3,0,0,0,0,74,40,32,0,0,169,13,0
"Washington","Whitman",2022,212,212,0,0,0,0,0,43,24,12,0,0,0,212,0
"Washington","Yakima",2022,212,164,46,2,0,0,0,109,63,29,0,0,0,210,2
"West Virginia","Berkeley",2022,132,118,14,0,0,0,0,78,51,38,0,0,99,33,0
"West Virginia","Brooke",2022,212,201,11,0,0,0,0,73,43,18,0,0,0,91,121
"West Virginia","Cabell",2022,141,124,17,0,0,0,0,93,54,39,0,0,118,23,0
"West Virginia","Gilmer",2022,110,108,2,0,0,0,0,71,47,37,0,0,110,0,0
"West Virginia","Greenbrier",2022,120,116,4,0,0,0,0,71,46,40,0,0,120,0,0
"West Virginia","Hancock",2022,211,185,26,0,0,0,0,100,51,35,0,0,113,57,41
"West Virginia","Harrison",2022,57,51,6,0,0,0,0,64,51,28,0,0,0,57,0
"West Virginia","Kanawha",2022,175,144,31,0,0,0,0,90,57,41,2,0,101,72,0
"West Virginia","Marion",2022,58,51,7,0,0,0,0,69,54,28,0,0,0,58,0
"West Virginia","Marshall",2022,211,148,63,0,0,0,0,99,65,38,0,0,0,211,0
"West Virginia","Monongalia",2022,137,124,13,0,0,0,0,77,50,38,0,0,116,21,0
"West Virginia","Ohio",2022,171,158,13,0,0,0,0,66,47,37,0,0,110,61,0
"West Virginia","Tucker",2022,242,231,11,0,0,0,0,77,48,37,0,0,242,0,0
"West Virginia","Wood",2022,142,128,13,1,0,0,0,108,50,39,0,0,115,27,0
"Wisconsin","Ashland",2022,272,262,10,0,0,0,0,74,45,35,0,0,240,32,0
"Wisconsin","Brown",2022,267,240,25,2,0,0,0,112,51,36,0,0,156,111,0
"Wisconsin","Columbia",2022,186,175,11,0,0,0,0,80,48,38,0,0,186,0,0
"Wisconsin","Dane",2022,273,230,43,0,0,0,0,87,56,38,0,0,135,137,1
"Wisconsin","Dodge",2022,274,238,36,0,0,0,0,93,53,38,1,0,213,60,0
"Wisconsin","Door",2022,185,157,23,5,0,0,0,147,74,37,0,0,185,0,0
"Wisconsin","Eau Claire",2022,273,244,29,0,0,0,0,74,52,37,0,0,149,124,0
"Wisconsin","Fond du Lac",2022,185,175,9,1,0,0,0,108,48,37,0,0,185,0,0
"Wisconsin","Forest",2022,270,254,16,0,0,0,0,74,47,37,0,0,222,48,0
"Wisconsin","Grant",2022,267,238,29,0,0,0,0,77,51,28,0,0,0,267,0
"Wisconsin","Jackson",2022,179,167,11,1,0,0,0,118,45,22,0,0,0,179,0
"Wisconsin","Jefferson",2022,183,168,15,0,0,0,0,87,49,39,0,0,183,0,0
"Wisconsin","Kenosha",2022,273,209,59,4,1,0,0,164,68,41,0,0,204,69,0
"Wisconsin","Kewaunee",2022,185,156,25,3,1,0,0,161,64,40,0,0,185,0,0
"Wisconsin","La Crosse",2022,273,245,28,0,0,0,0,67,51,37,0,0,155,118,0
"Wisconsin","Manitowoc",2022,182,151,25,4,2,0,0,182,74,39,0,0,182,0,0
"Wisconsin","Marathon",2022,187,179,8,0,0,0,0,64,46,35,0,0,187,0,0
"Wisconsin","Milwaukee",2022,274,194,75,5,0,0,0,143,67,43,1,2,177,81,13
"Wisconsin","Monroe",2022,155,139,15,1,0,0,0,132,51,22,0,0,0,155,0
"Wisconsin","Outagamie",2022,273,238,34,1,0,0,0,122,53,38,0,0,140,133,0
"Wisconsin","Ozaukee",2022,215,181,29,4,1,0,0,159,71,39,0,0,176,39,0
"Wisconsin","Racine",2022,185,148,34,2,1,0,0,164,67,40,0,0,185,0,0
"Wisconsin","Rock",2022,186,168,18,0,0,0,0,97,50,40,0,0,186,0,0
"Wisconsin","Sauk",2022,273,240,33,0,0,0,0,76,52,37,0,0,153,120,0
"Wisconsin","Sheboygan",2022,186,155,24,6,1,0,0,177,80,41,0,0,186,0,0
"Wisconsin","Taylor",2022,273,255,18,0,0,0,0,65,46,36,0,0,215,58,0
"Wisconsin","Vilas",2022,271,256,15,0,0,0,0,67,45,32,0,0,175,96,0
"Wisconsin","Walworth",2022,184,165,16,3,0,0,0,105,51,40,0,0,184,0,0
"Wisconsin","Waukesha",2022,271,217,51,3,0,0,0,126,58,40,0,0,139,132,0
"Wyoming","Albany",2022,243,142,100,0,1,0,0,151,67,49,0,17,187,1,38
"Wyoming","Big Horn",2022,180,179,1,0,0,0,0,58,46,40,0,0,180,0,0
"Wyoming","Campbell",2022,212,158,52,0,1,0,1,576,64,43,0,0,79,37,96
"Wyoming","Carbon",2022,180,180,0,0,0,0,0,27,17,8,0,180,0,0,0
"Wyoming","Converse",2022,182,170,12,0,0,0,0,78,46,41,1,1,156,0,24
"Wyoming","Fremont",2022,212,171,41,0,0,0,0,100,58,45,0,0,166,43,3
"Wyoming","Johnson",2022,181,177,3,1,0,0,0,101,44,40,0,0,179,0,2
"Wyoming","Laramie",2022,182,163,19,0,0,0,0,74,51,43,1,0,168,11,2
"Wyoming","Lincoln",2022,273,247,25,1,0,0,0,118,50,40,0,3,161,0,109
"Wyoming","Natrona",2022,181,172,9,0,0,0,0,64,48,43,0,0,181,0,0
"Wyoming","Park",2022,190,188,2,0,0,0,0,81,35,17,0,0,0,190,0
"Wyoming","Platte",2022,178,151,18,4,2,0,3,673,57,16,0,0,0,0,178
"Wyoming","Sheridan",2022,212,199,13,0,0,0,0,72,48,42,0,0,151,55,6
"Wyoming","Sublette",2022,243,208,34,1,0,0,0,105,54,46,0,0,242,1,0
"Wyoming","Sweetwater",2022,212,176,35,0,1,0,0,157,57,43,0,0,152,31,29
"Wyoming","Teton",2022,213,200,13,0,0,0,0,100,48,44,1,1,209,2,0
"Wyoming","Uinta",2022,181,179,2,0,0,0,0,55,17,6,0,0,0,0,181
"Wyoming","Weston",2022,181,179,2,0,0,0,0,58,44,40,0,0,181,0,0
